image_id,0
2-8506,"[{""video_id"":2,""sequence"":29859,""video_frame"":8506,""sequence_frame"":734,""image_id"":""2-8506"",""annotations"":[]}]"
2-8507,"[{""video_id"":2,""sequence"":29859,""video_frame"":8507,""sequence_frame"":735,""image_id"":""2-8507"",""annotations"":[]}]"
2-8508,"[{""video_id"":2,""sequence"":29859,""video_frame"":8508,""sequence_frame"":736,""image_id"":""2-8508"",""annotations"":[]}]"
2-8509,"[{""video_id"":2,""sequence"":29859,""video_frame"":8509,""sequence_frame"":737,""image_id"":""2-8509"",""annotations"":[]}]"
2-851,"[{""video_id"":2,""sequence"":37114,""video_frame"":851,""sequence_frame"":851,""image_id"":""2-851"",""annotations"":[]}]"
2-8510,"[{""video_id"":2,""sequence"":29859,""video_frame"":8510,""sequence_frame"":738,""image_id"":""2-8510"",""annotations"":[]}]"
2-8511,"[{""video_id"":2,""sequence"":29859,""video_frame"":8511,""sequence_frame"":739,""image_id"":""2-8511"",""annotations"":[]}]"
2-8512,"[{""video_id"":2,""sequence"":29859,""video_frame"":8512,""sequence_frame"":740,""image_id"":""2-8512"",""annotations"":[]}]"
2-8513,"[{""video_id"":2,""sequence"":29859,""video_frame"":8513,""sequence_frame"":741,""image_id"":""2-8513"",""annotations"":[]}]"
2-8514,"[{""video_id"":2,""sequence"":29859,""video_frame"":8514,""sequence_frame"":742,""image_id"":""2-8514"",""annotations"":[]}]"
2-8515,"[{""video_id"":2,""sequence"":29859,""video_frame"":8515,""sequence_frame"":743,""image_id"":""2-8515"",""annotations"":[]}]"
2-8516,"[{""video_id"":2,""sequence"":29859,""video_frame"":8516,""sequence_frame"":744,""image_id"":""2-8516"",""annotations"":[]}]"
2-8517,"[{""video_id"":2,""sequence"":29859,""video_frame"":8517,""sequence_frame"":745,""image_id"":""2-8517"",""annotations"":[]}]"
2-8518,"[{""video_id"":2,""sequence"":29859,""video_frame"":8518,""sequence_frame"":746,""image_id"":""2-8518"",""annotations"":[]}]"
2-8519,"[{""video_id"":2,""sequence"":29859,""video_frame"":8519,""sequence_frame"":747,""image_id"":""2-8519"",""annotations"":[]}]"
2-852,"[{""video_id"":2,""sequence"":37114,""video_frame"":852,""sequence_frame"":852,""image_id"":""2-852"",""annotations"":[]}]"
2-8520,"[{""video_id"":2,""sequence"":29859,""video_frame"":8520,""sequence_frame"":748,""image_id"":""2-8520"",""annotations"":[]}]"
2-8521,"[{""video_id"":2,""sequence"":29859,""video_frame"":8521,""sequence_frame"":749,""image_id"":""2-8521"",""annotations"":[]}]"
2-8522,"[{""video_id"":2,""sequence"":29859,""video_frame"":8522,""sequence_frame"":750,""image_id"":""2-8522"",""annotations"":[]}]"
2-8523,"[{""video_id"":2,""sequence"":29859,""video_frame"":8523,""sequence_frame"":751,""image_id"":""2-8523"",""annotations"":[]}]"
2-8524,"[{""video_id"":2,""sequence"":29859,""video_frame"":8524,""sequence_frame"":752,""image_id"":""2-8524"",""annotations"":[]}]"
2-8525,"[{""video_id"":2,""sequence"":29859,""video_frame"":8525,""sequence_frame"":753,""image_id"":""2-8525"",""annotations"":[]}]"
2-8526,"[{""video_id"":2,""sequence"":29859,""video_frame"":8526,""sequence_frame"":754,""image_id"":""2-8526"",""annotations"":[]}]"
2-8527,"[{""video_id"":2,""sequence"":29859,""video_frame"":8527,""sequence_frame"":755,""image_id"":""2-8527"",""annotations"":[]}]"
2-8528,"[{""video_id"":2,""sequence"":29859,""video_frame"":8528,""sequence_frame"":756,""image_id"":""2-8528"",""annotations"":[]}]"
2-8529,"[{""video_id"":2,""sequence"":29859,""video_frame"":8529,""sequence_frame"":757,""image_id"":""2-8529"",""annotations"":[]}]"
2-853,"[{""video_id"":2,""sequence"":37114,""video_frame"":853,""sequence_frame"":853,""image_id"":""2-853"",""annotations"":[]}]"
2-8530,"[{""video_id"":2,""sequence"":29859,""video_frame"":8530,""sequence_frame"":758,""image_id"":""2-8530"",""annotations"":[]}]"
2-8531,"[{""video_id"":2,""sequence"":29859,""video_frame"":8531,""sequence_frame"":759,""image_id"":""2-8531"",""annotations"":[]}]"
2-8532,"[{""video_id"":2,""sequence"":29859,""video_frame"":8532,""sequence_frame"":760,""image_id"":""2-8532"",""annotations"":[]}]"
2-8533,"[{""video_id"":2,""sequence"":29859,""video_frame"":8533,""sequence_frame"":761,""image_id"":""2-8533"",""annotations"":[]}]"
2-8534,"[{""video_id"":2,""sequence"":29859,""video_frame"":8534,""sequence_frame"":762,""image_id"":""2-8534"",""annotations"":[]}]"
2-8535,"[{""video_id"":2,""sequence"":29859,""video_frame"":8535,""sequence_frame"":763,""image_id"":""2-8535"",""annotations"":[]}]"
2-8536,"[{""video_id"":2,""sequence"":29859,""video_frame"":8536,""sequence_frame"":764,""image_id"":""2-8536"",""annotations"":[]}]"
2-8537,"[{""video_id"":2,""sequence"":29859,""video_frame"":8537,""sequence_frame"":765,""image_id"":""2-8537"",""annotations"":[]}]"
2-8538,"[{""video_id"":2,""sequence"":29859,""video_frame"":8538,""sequence_frame"":766,""image_id"":""2-8538"",""annotations"":[]}]"
2-8539,"[{""video_id"":2,""sequence"":29859,""video_frame"":8539,""sequence_frame"":767,""image_id"":""2-8539"",""annotations"":[]}]"
2-854,"[{""video_id"":2,""sequence"":37114,""video_frame"":854,""sequence_frame"":854,""image_id"":""2-854"",""annotations"":[]}]"
2-8540,"[{""video_id"":2,""sequence"":29859,""video_frame"":8540,""sequence_frame"":768,""image_id"":""2-8540"",""annotations"":[]}]"
2-8541,"[{""video_id"":2,""sequence"":29859,""video_frame"":8541,""sequence_frame"":769,""image_id"":""2-8541"",""annotations"":[]}]"
2-8542,"[{""video_id"":2,""sequence"":29859,""video_frame"":8542,""sequence_frame"":770,""image_id"":""2-8542"",""annotations"":[]}]"
2-8543,"[{""video_id"":2,""sequence"":29859,""video_frame"":8543,""sequence_frame"":771,""image_id"":""2-8543"",""annotations"":[]}]"
2-8544,"[{""video_id"":2,""sequence"":29859,""video_frame"":8544,""sequence_frame"":772,""image_id"":""2-8544"",""annotations"":[]}]"
2-8545,"[{""video_id"":2,""sequence"":29859,""video_frame"":8545,""sequence_frame"":773,""image_id"":""2-8545"",""annotations"":[]}]"
2-8546,"[{""video_id"":2,""sequence"":29859,""video_frame"":8546,""sequence_frame"":774,""image_id"":""2-8546"",""annotations"":[]}]"
2-8547,"[{""video_id"":2,""sequence"":29859,""video_frame"":8547,""sequence_frame"":775,""image_id"":""2-8547"",""annotations"":[]}]"
2-8548,"[{""video_id"":2,""sequence"":29859,""video_frame"":8548,""sequence_frame"":776,""image_id"":""2-8548"",""annotations"":[]}]"
2-8549,"[{""video_id"":2,""sequence"":29859,""video_frame"":8549,""sequence_frame"":777,""image_id"":""2-8549"",""annotations"":[]}]"
2-855,"[{""video_id"":2,""sequence"":37114,""video_frame"":855,""sequence_frame"":855,""image_id"":""2-855"",""annotations"":[]}]"
2-8550,"[{""video_id"":2,""sequence"":29859,""video_frame"":8550,""sequence_frame"":778,""image_id"":""2-8550"",""annotations"":[]}]"
2-8551,"[{""video_id"":2,""sequence"":29859,""video_frame"":8551,""sequence_frame"":779,""image_id"":""2-8551"",""annotations"":[]}]"
2-8552,"[{""video_id"":2,""sequence"":29859,""video_frame"":8552,""sequence_frame"":780,""image_id"":""2-8552"",""annotations"":[]}]"
2-8553,"[{""video_id"":2,""sequence"":29859,""video_frame"":8553,""sequence_frame"":781,""image_id"":""2-8553"",""annotations"":[]}]"
2-8554,"[{""video_id"":2,""sequence"":29859,""video_frame"":8554,""sequence_frame"":782,""image_id"":""2-8554"",""annotations"":[]}]"
2-8555,"[{""video_id"":2,""sequence"":29859,""video_frame"":8555,""sequence_frame"":783,""image_id"":""2-8555"",""annotations"":[]}]"
2-8556,"[{""video_id"":2,""sequence"":29859,""video_frame"":8556,""sequence_frame"":784,""image_id"":""2-8556"",""annotations"":[]}]"
2-8557,"[{""video_id"":2,""sequence"":29859,""video_frame"":8557,""sequence_frame"":785,""image_id"":""2-8557"",""annotations"":[]}]"
2-8558,"[{""video_id"":2,""sequence"":29859,""video_frame"":8558,""sequence_frame"":786,""image_id"":""2-8558"",""annotations"":[]}]"
2-8559,"[{""video_id"":2,""sequence"":29859,""video_frame"":8559,""sequence_frame"":787,""image_id"":""2-8559"",""annotations"":[]}]"
2-856,"[{""video_id"":2,""sequence"":37114,""video_frame"":856,""sequence_frame"":856,""image_id"":""2-856"",""annotations"":[]}]"
2-8560,"[{""video_id"":2,""sequence"":29859,""video_frame"":8560,""sequence_frame"":788,""image_id"":""2-8560"",""annotations"":[]}]"
2-8561,"[{""video_id"":2,""sequence"":29859,""video_frame"":8561,""sequence_frame"":789,""image_id"":""2-8561"",""annotations"":[]}]"
2-8562,"[{""video_id"":2,""sequence"":29859,""video_frame"":8562,""sequence_frame"":790,""image_id"":""2-8562"",""annotations"":[]}]"
2-8563,"[{""video_id"":2,""sequence"":29859,""video_frame"":8563,""sequence_frame"":791,""image_id"":""2-8563"",""annotations"":[]}]"
2-8564,"[{""video_id"":2,""sequence"":29859,""video_frame"":8564,""sequence_frame"":792,""image_id"":""2-8564"",""annotations"":[]}]"
2-8565,"[{""video_id"":2,""sequence"":29859,""video_frame"":8565,""sequence_frame"":793,""image_id"":""2-8565"",""annotations"":[]}]"
2-8566,"[{""video_id"":2,""sequence"":29859,""video_frame"":8566,""sequence_frame"":794,""image_id"":""2-8566"",""annotations"":[]}]"
2-8567,"[{""video_id"":2,""sequence"":29859,""video_frame"":8567,""sequence_frame"":795,""image_id"":""2-8567"",""annotations"":[]}]"
2-8568,"[{""video_id"":2,""sequence"":29859,""video_frame"":8568,""sequence_frame"":796,""image_id"":""2-8568"",""annotations"":[]}]"
2-8569,"[{""video_id"":2,""sequence"":29859,""video_frame"":8569,""sequence_frame"":797,""image_id"":""2-8569"",""annotations"":[]}]"
2-857,"[{""video_id"":2,""sequence"":37114,""video_frame"":857,""sequence_frame"":857,""image_id"":""2-857"",""annotations"":[]}]"
2-8570,"[{""video_id"":2,""sequence"":29859,""video_frame"":8570,""sequence_frame"":798,""image_id"":""2-8570"",""annotations"":[]}]"
2-8571,"[{""video_id"":2,""sequence"":29859,""video_frame"":8571,""sequence_frame"":799,""image_id"":""2-8571"",""annotations"":[]}]"
2-8572,"[{""video_id"":2,""sequence"":29859,""video_frame"":8572,""sequence_frame"":800,""image_id"":""2-8572"",""annotations"":[]}]"
2-8573,"[{""video_id"":2,""sequence"":29859,""video_frame"":8573,""sequence_frame"":801,""image_id"":""2-8573"",""annotations"":[]}]"
2-8574,"[{""video_id"":2,""sequence"":29859,""video_frame"":8574,""sequence_frame"":802,""image_id"":""2-8574"",""annotations"":[]}]"
2-8575,"[{""video_id"":2,""sequence"":29859,""video_frame"":8575,""sequence_frame"":803,""image_id"":""2-8575"",""annotations"":[]}]"
2-8576,"[{""video_id"":2,""sequence"":29859,""video_frame"":8576,""sequence_frame"":804,""image_id"":""2-8576"",""annotations"":[]}]"
2-8577,"[{""video_id"":2,""sequence"":29859,""video_frame"":8577,""sequence_frame"":805,""image_id"":""2-8577"",""annotations"":[]}]"
2-8578,"[{""video_id"":2,""sequence"":29859,""video_frame"":8578,""sequence_frame"":806,""image_id"":""2-8578"",""annotations"":[]}]"
2-8579,"[{""video_id"":2,""sequence"":29859,""video_frame"":8579,""sequence_frame"":807,""image_id"":""2-8579"",""annotations"":[]}]"
2-858,"[{""video_id"":2,""sequence"":37114,""video_frame"":858,""sequence_frame"":858,""image_id"":""2-858"",""annotations"":[]}]"
2-8580,"[{""video_id"":2,""sequence"":29859,""video_frame"":8580,""sequence_frame"":808,""image_id"":""2-8580"",""annotations"":[]}]"
2-8581,"[{""video_id"":2,""sequence"":29859,""video_frame"":8581,""sequence_frame"":809,""image_id"":""2-8581"",""annotations"":[]}]"
2-8582,"[{""video_id"":2,""sequence"":29859,""video_frame"":8582,""sequence_frame"":810,""image_id"":""2-8582"",""annotations"":[]}]"
2-8583,"[{""video_id"":2,""sequence"":29859,""video_frame"":8583,""sequence_frame"":811,""image_id"":""2-8583"",""annotations"":[]}]"
2-8584,"[{""video_id"":2,""sequence"":29859,""video_frame"":8584,""sequence_frame"":812,""image_id"":""2-8584"",""annotations"":[]}]"
2-8585,"[{""video_id"":2,""sequence"":29859,""video_frame"":8585,""sequence_frame"":813,""image_id"":""2-8585"",""annotations"":[]}]"
2-8586,"[{""video_id"":2,""sequence"":29859,""video_frame"":8586,""sequence_frame"":814,""image_id"":""2-8586"",""annotations"":[]}]"
2-8587,"[{""video_id"":2,""sequence"":29859,""video_frame"":8587,""sequence_frame"":815,""image_id"":""2-8587"",""annotations"":[]}]"
2-8588,"[{""video_id"":2,""sequence"":29859,""video_frame"":8588,""sequence_frame"":816,""image_id"":""2-8588"",""annotations"":[]}]"
2-8589,"[{""video_id"":2,""sequence"":29859,""video_frame"":8589,""sequence_frame"":817,""image_id"":""2-8589"",""annotations"":[]}]"
2-859,"[{""video_id"":2,""sequence"":37114,""video_frame"":859,""sequence_frame"":859,""image_id"":""2-859"",""annotations"":[]}]"
2-8590,"[{""video_id"":2,""sequence"":29859,""video_frame"":8590,""sequence_frame"":818,""image_id"":""2-8590"",""annotations"":[]}]"
2-8591,"[{""video_id"":2,""sequence"":29859,""video_frame"":8591,""sequence_frame"":819,""image_id"":""2-8591"",""annotations"":[]}]"
2-8592,"[{""video_id"":2,""sequence"":29859,""video_frame"":8592,""sequence_frame"":820,""image_id"":""2-8592"",""annotations"":[]}]"
2-8593,"[{""video_id"":2,""sequence"":29859,""video_frame"":8593,""sequence_frame"":821,""image_id"":""2-8593"",""annotations"":[]}]"
2-8594,"[{""video_id"":2,""sequence"":29859,""video_frame"":8594,""sequence_frame"":822,""image_id"":""2-8594"",""annotations"":[]}]"
2-8595,"[{""video_id"":2,""sequence"":29859,""video_frame"":8595,""sequence_frame"":823,""image_id"":""2-8595"",""annotations"":[]}]"
2-8596,"[{""video_id"":2,""sequence"":29859,""video_frame"":8596,""sequence_frame"":824,""image_id"":""2-8596"",""annotations"":[]}]"
2-8597,"[{""video_id"":2,""sequence"":29859,""video_frame"":8597,""sequence_frame"":825,""image_id"":""2-8597"",""annotations"":[]}]"
2-8598,"[{""video_id"":2,""sequence"":29859,""video_frame"":8598,""sequence_frame"":826,""image_id"":""2-8598"",""annotations"":[]}]"
2-8599,"[{""video_id"":2,""sequence"":29859,""video_frame"":8599,""sequence_frame"":827,""image_id"":""2-8599"",""annotations"":[]}]"
2-86,"[{""video_id"":2,""sequence"":37114,""video_frame"":86,""sequence_frame"":86,""image_id"":""2-86"",""annotations"":[]}]"
2-860,"[{""video_id"":2,""sequence"":37114,""video_frame"":860,""sequence_frame"":860,""image_id"":""2-860"",""annotations"":[]}]"
2-8600,"[{""video_id"":2,""sequence"":29859,""video_frame"":8600,""sequence_frame"":828,""image_id"":""2-8600"",""annotations"":[]}]"
2-8601,"[{""video_id"":2,""sequence"":29859,""video_frame"":8601,""sequence_frame"":829,""image_id"":""2-8601"",""annotations"":[]}]"
2-8602,"[{""video_id"":2,""sequence"":29859,""video_frame"":8602,""sequence_frame"":830,""image_id"":""2-8602"",""annotations"":[]}]"
2-8603,"[{""video_id"":2,""sequence"":29859,""video_frame"":8603,""sequence_frame"":831,""image_id"":""2-8603"",""annotations"":[]}]"
2-8604,"[{""video_id"":2,""sequence"":29859,""video_frame"":8604,""sequence_frame"":832,""image_id"":""2-8604"",""annotations"":[]}]"
2-8605,"[{""video_id"":2,""sequence"":29859,""video_frame"":8605,""sequence_frame"":833,""image_id"":""2-8605"",""annotations"":[]}]"
2-8606,"[{""video_id"":2,""sequence"":29859,""video_frame"":8606,""sequence_frame"":834,""image_id"":""2-8606"",""annotations"":[]}]"
2-8607,"[{""video_id"":2,""sequence"":29859,""video_frame"":8607,""sequence_frame"":835,""image_id"":""2-8607"",""annotations"":[]}]"
2-8608,"[{""video_id"":2,""sequence"":29859,""video_frame"":8608,""sequence_frame"":836,""image_id"":""2-8608"",""annotations"":[]}]"
2-8609,"[{""video_id"":2,""sequence"":29859,""video_frame"":8609,""sequence_frame"":837,""image_id"":""2-8609"",""annotations"":[]}]"
2-861,"[{""video_id"":2,""sequence"":37114,""video_frame"":861,""sequence_frame"":861,""image_id"":""2-861"",""annotations"":[]}]"
2-8610,"[{""video_id"":2,""sequence"":29859,""video_frame"":8610,""sequence_frame"":838,""image_id"":""2-8610"",""annotations"":[]}]"
2-8611,"[{""video_id"":2,""sequence"":29859,""video_frame"":8611,""sequence_frame"":839,""image_id"":""2-8611"",""annotations"":[]}]"
2-8612,"[{""video_id"":2,""sequence"":29859,""video_frame"":8612,""sequence_frame"":840,""image_id"":""2-8612"",""annotations"":[]}]"
2-8613,"[{""video_id"":2,""sequence"":29859,""video_frame"":8613,""sequence_frame"":841,""image_id"":""2-8613"",""annotations"":[]}]"
2-8614,"[{""video_id"":2,""sequence"":29859,""video_frame"":8614,""sequence_frame"":842,""image_id"":""2-8614"",""annotations"":[]}]"
2-8615,"[{""video_id"":2,""sequence"":29859,""video_frame"":8615,""sequence_frame"":843,""image_id"":""2-8615"",""annotations"":[]}]"
2-8616,"[{""video_id"":2,""sequence"":29859,""video_frame"":8616,""sequence_frame"":844,""image_id"":""2-8616"",""annotations"":[]}]"
2-8617,"[{""video_id"":2,""sequence"":29859,""video_frame"":8617,""sequence_frame"":845,""image_id"":""2-8617"",""annotations"":[]}]"
2-8618,"[{""video_id"":2,""sequence"":29859,""video_frame"":8618,""sequence_frame"":846,""image_id"":""2-8618"",""annotations"":[]}]"
2-8619,"[{""video_id"":2,""sequence"":29859,""video_frame"":8619,""sequence_frame"":847,""image_id"":""2-8619"",""annotations"":[]}]"
2-862,"[{""video_id"":2,""sequence"":37114,""video_frame"":862,""sequence_frame"":862,""image_id"":""2-862"",""annotations"":[]}]"
2-8620,"[{""video_id"":2,""sequence"":29859,""video_frame"":8620,""sequence_frame"":848,""image_id"":""2-8620"",""annotations"":[]}]"
2-8621,"[{""video_id"":2,""sequence"":29859,""video_frame"":8621,""sequence_frame"":849,""image_id"":""2-8621"",""annotations"":[]}]"
2-8622,"[{""video_id"":2,""sequence"":29859,""video_frame"":8622,""sequence_frame"":850,""image_id"":""2-8622"",""annotations"":[]}]"
2-8623,"[{""video_id"":2,""sequence"":29859,""video_frame"":8623,""sequence_frame"":851,""image_id"":""2-8623"",""annotations"":[]}]"
2-8624,"[{""video_id"":2,""sequence"":29859,""video_frame"":8624,""sequence_frame"":852,""image_id"":""2-8624"",""annotations"":[]}]"
2-8625,"[{""video_id"":2,""sequence"":29859,""video_frame"":8625,""sequence_frame"":853,""image_id"":""2-8625"",""annotations"":[]}]"
2-8626,"[{""video_id"":2,""sequence"":29859,""video_frame"":8626,""sequence_frame"":854,""image_id"":""2-8626"",""annotations"":[]}]"
2-8627,"[{""video_id"":2,""sequence"":29859,""video_frame"":8627,""sequence_frame"":855,""image_id"":""2-8627"",""annotations"":[]}]"
2-8628,"[{""video_id"":2,""sequence"":29859,""video_frame"":8628,""sequence_frame"":856,""image_id"":""2-8628"",""annotations"":[]}]"
2-8629,"[{""video_id"":2,""sequence"":29859,""video_frame"":8629,""sequence_frame"":857,""image_id"":""2-8629"",""annotations"":[]}]"
2-863,"[{""video_id"":2,""sequence"":37114,""video_frame"":863,""sequence_frame"":863,""image_id"":""2-863"",""annotations"":[]}]"
2-8630,"[{""video_id"":2,""sequence"":29859,""video_frame"":8630,""sequence_frame"":858,""image_id"":""2-8630"",""annotations"":[]}]"
2-8631,"[{""video_id"":2,""sequence"":29859,""video_frame"":8631,""sequence_frame"":859,""image_id"":""2-8631"",""annotations"":[]}]"
2-8632,"[{""video_id"":2,""sequence"":29859,""video_frame"":8632,""sequence_frame"":860,""image_id"":""2-8632"",""annotations"":[]}]"
2-8633,"[{""video_id"":2,""sequence"":29859,""video_frame"":8633,""sequence_frame"":861,""image_id"":""2-8633"",""annotations"":[]}]"
2-8634,"[{""video_id"":2,""sequence"":29859,""video_frame"":8634,""sequence_frame"":862,""image_id"":""2-8634"",""annotations"":[]}]"
2-8635,"[{""video_id"":2,""sequence"":29859,""video_frame"":8635,""sequence_frame"":863,""image_id"":""2-8635"",""annotations"":[]}]"
2-8636,"[{""video_id"":2,""sequence"":29859,""video_frame"":8636,""sequence_frame"":864,""image_id"":""2-8636"",""annotations"":[]}]"
2-8637,"[{""video_id"":2,""sequence"":29859,""video_frame"":8637,""sequence_frame"":865,""image_id"":""2-8637"",""annotations"":[]}]"
2-8638,"[{""video_id"":2,""sequence"":29859,""video_frame"":8638,""sequence_frame"":866,""image_id"":""2-8638"",""annotations"":[]}]"
2-8639,"[{""video_id"":2,""sequence"":29859,""video_frame"":8639,""sequence_frame"":867,""image_id"":""2-8639"",""annotations"":[]}]"
2-864,"[{""video_id"":2,""sequence"":37114,""video_frame"":864,""sequence_frame"":864,""image_id"":""2-864"",""annotations"":[]}]"
2-8640,"[{""video_id"":2,""sequence"":29859,""video_frame"":8640,""sequence_frame"":868,""image_id"":""2-8640"",""annotations"":[]}]"
2-8641,"[{""video_id"":2,""sequence"":29859,""video_frame"":8641,""sequence_frame"":869,""image_id"":""2-8641"",""annotations"":[]}]"
2-8642,"[{""video_id"":2,""sequence"":29859,""video_frame"":8642,""sequence_frame"":870,""image_id"":""2-8642"",""annotations"":[]}]"
2-8643,"[{""video_id"":2,""sequence"":29859,""video_frame"":8643,""sequence_frame"":871,""image_id"":""2-8643"",""annotations"":[]}]"
2-8644,"[{""video_id"":2,""sequence"":29859,""video_frame"":8644,""sequence_frame"":872,""image_id"":""2-8644"",""annotations"":[]}]"
2-8645,"[{""video_id"":2,""sequence"":29859,""video_frame"":8645,""sequence_frame"":873,""image_id"":""2-8645"",""annotations"":[]}]"
2-8646,"[{""video_id"":2,""sequence"":29859,""video_frame"":8646,""sequence_frame"":874,""image_id"":""2-8646"",""annotations"":[]}]"
2-8647,"[{""video_id"":2,""sequence"":29859,""video_frame"":8647,""sequence_frame"":875,""image_id"":""2-8647"",""annotations"":[]}]"
2-8648,"[{""video_id"":2,""sequence"":29859,""video_frame"":8648,""sequence_frame"":876,""image_id"":""2-8648"",""annotations"":[]}]"
2-8649,"[{""video_id"":2,""sequence"":29859,""video_frame"":8649,""sequence_frame"":877,""image_id"":""2-8649"",""annotations"":[]}]"
2-865,"[{""video_id"":2,""sequence"":37114,""video_frame"":865,""sequence_frame"":865,""image_id"":""2-865"",""annotations"":[]}]"
2-8650,"[{""video_id"":2,""sequence"":29859,""video_frame"":8650,""sequence_frame"":878,""image_id"":""2-8650"",""annotations"":[]}]"
2-8651,"[{""video_id"":2,""sequence"":29859,""video_frame"":8651,""sequence_frame"":879,""image_id"":""2-8651"",""annotations"":[]}]"
2-8652,"[{""video_id"":2,""sequence"":29859,""video_frame"":8652,""sequence_frame"":880,""image_id"":""2-8652"",""annotations"":[]}]"
2-8653,"[{""video_id"":2,""sequence"":29859,""video_frame"":8653,""sequence_frame"":881,""image_id"":""2-8653"",""annotations"":[]}]"
2-8654,"[{""video_id"":2,""sequence"":29859,""video_frame"":8654,""sequence_frame"":882,""image_id"":""2-8654"",""annotations"":[]}]"
2-8655,"[{""video_id"":2,""sequence"":29859,""video_frame"":8655,""sequence_frame"":883,""image_id"":""2-8655"",""annotations"":[]}]"
2-8656,"[{""video_id"":2,""sequence"":29859,""video_frame"":8656,""sequence_frame"":884,""image_id"":""2-8656"",""annotations"":[]}]"
2-8657,"[{""video_id"":2,""sequence"":29859,""video_frame"":8657,""sequence_frame"":885,""image_id"":""2-8657"",""annotations"":[]}]"
2-8658,"[{""video_id"":2,""sequence"":29859,""video_frame"":8658,""sequence_frame"":886,""image_id"":""2-8658"",""annotations"":[]}]"
2-8659,"[{""video_id"":2,""sequence"":29859,""video_frame"":8659,""sequence_frame"":887,""image_id"":""2-8659"",""annotations"":[]}]"
2-866,"[{""video_id"":2,""sequence"":37114,""video_frame"":866,""sequence_frame"":866,""image_id"":""2-866"",""annotations"":[]}]"
2-8660,"[{""video_id"":2,""sequence"":29859,""video_frame"":8660,""sequence_frame"":888,""image_id"":""2-8660"",""annotations"":[]}]"
2-8661,"[{""video_id"":2,""sequence"":29859,""video_frame"":8661,""sequence_frame"":889,""image_id"":""2-8661"",""annotations"":[]}]"
2-8662,"[{""video_id"":2,""sequence"":29859,""video_frame"":8662,""sequence_frame"":890,""image_id"":""2-8662"",""annotations"":[]}]"
2-8663,"[{""video_id"":2,""sequence"":29859,""video_frame"":8663,""sequence_frame"":891,""image_id"":""2-8663"",""annotations"":[]}]"
2-8664,"[{""video_id"":2,""sequence"":29859,""video_frame"":8664,""sequence_frame"":892,""image_id"":""2-8664"",""annotations"":[]}]"
2-8665,"[{""video_id"":2,""sequence"":29859,""video_frame"":8665,""sequence_frame"":893,""image_id"":""2-8665"",""annotations"":[]}]"
2-8666,"[{""video_id"":2,""sequence"":29859,""video_frame"":8666,""sequence_frame"":894,""image_id"":""2-8666"",""annotations"":[]}]"
2-8667,"[{""video_id"":2,""sequence"":29859,""video_frame"":8667,""sequence_frame"":895,""image_id"":""2-8667"",""annotations"":[]}]"
2-8668,"[{""video_id"":2,""sequence"":29859,""video_frame"":8668,""sequence_frame"":896,""image_id"":""2-8668"",""annotations"":[]}]"
2-8669,"[{""video_id"":2,""sequence"":29859,""video_frame"":8669,""sequence_frame"":897,""image_id"":""2-8669"",""annotations"":[]}]"
2-867,"[{""video_id"":2,""sequence"":37114,""video_frame"":867,""sequence_frame"":867,""image_id"":""2-867"",""annotations"":[]}]"
2-8670,"[{""video_id"":2,""sequence"":29859,""video_frame"":8670,""sequence_frame"":898,""image_id"":""2-8670"",""annotations"":[]}]"
2-8671,"[{""video_id"":2,""sequence"":29859,""video_frame"":8671,""sequence_frame"":899,""image_id"":""2-8671"",""annotations"":[]}]"
2-8672,"[{""video_id"":2,""sequence"":29859,""video_frame"":8672,""sequence_frame"":900,""image_id"":""2-8672"",""annotations"":[]}]"
2-8673,"[{""video_id"":2,""sequence"":29859,""video_frame"":8673,""sequence_frame"":901,""image_id"":""2-8673"",""annotations"":[]}]"
2-8674,"[{""video_id"":2,""sequence"":29859,""video_frame"":8674,""sequence_frame"":902,""image_id"":""2-8674"",""annotations"":[]}]"
2-8675,"[{""video_id"":2,""sequence"":29859,""video_frame"":8675,""sequence_frame"":903,""image_id"":""2-8675"",""annotations"":[]}]"
2-8676,"[{""video_id"":2,""sequence"":29859,""video_frame"":8676,""sequence_frame"":904,""image_id"":""2-8676"",""annotations"":[]}]"
2-8677,"[{""video_id"":2,""sequence"":29859,""video_frame"":8677,""sequence_frame"":905,""image_id"":""2-8677"",""annotations"":[]}]"
2-8678,"[{""video_id"":2,""sequence"":29859,""video_frame"":8678,""sequence_frame"":906,""image_id"":""2-8678"",""annotations"":[]}]"
2-8679,"[{""video_id"":2,""sequence"":29859,""video_frame"":8679,""sequence_frame"":907,""image_id"":""2-8679"",""annotations"":[]}]"
2-868,"[{""video_id"":2,""sequence"":37114,""video_frame"":868,""sequence_frame"":868,""image_id"":""2-868"",""annotations"":[]}]"
2-8680,"[{""video_id"":2,""sequence"":29859,""video_frame"":8680,""sequence_frame"":908,""image_id"":""2-8680"",""annotations"":[]}]"
2-8681,"[{""video_id"":2,""sequence"":29859,""video_frame"":8681,""sequence_frame"":909,""image_id"":""2-8681"",""annotations"":[]}]"
2-8682,"[{""video_id"":2,""sequence"":29859,""video_frame"":8682,""sequence_frame"":910,""image_id"":""2-8682"",""annotations"":[]}]"
2-8683,"[{""video_id"":2,""sequence"":29859,""video_frame"":8683,""sequence_frame"":911,""image_id"":""2-8683"",""annotations"":[]}]"
